Shoji,"Affection, love",f
Soda,"Abundant beauty",f
Soga,"Fifth son",u
Soma,"Healthy, strong",u
Sone,"Blue; hollyhock",u
Sonoda,"Refined son",m
Suda,"First son of Sho",u
Sugai,"Lucky son",u
Sugawara,"Great helper",m
Sugihara,"Flourishing, luxuriant",u
Sugimoto,"Lucky son",u
Sugita,"Abundant, prosperous",m
Sugiyama,"Alert, bright",m
Suko,"Ascend; to climb",u
Sumida,"Shining man",m
Sunada,"Worker",m
Suto,"Long-lived man",u
Suzuki,"A square jewel",m
Tabata,"Radiance",m
Tachibana,"Honor, merit",u
Tada,"Respectful man",u
Tagawa,"Shining man",u
Taguchi,"Brave, valiant",u
Tahara,"Chronicler",m
Taira,"Radiance",u
Tajima,"Tenth son",u
Takagi,"Spirit of a dragon",u
Takahashi,"Faithful happiness",u
Takai,"Pure",m
Takaki,"Evidently correct",m
Takamoto,"Elegance, splendor",u
Takano,"Widespread goodness",m
Takara,"Shining",u
Takashima,"Healthy",u
Takayama,"Tenth son",m
Takei,"Proper peace",m
Takemoto,"Gold",m
Takenaka,"Fortunate, wealthy",f
Taketa,"Servant to the public",m
Takeuchi,"Abundant joy",u
Tamaki,"Great hero",u
Tamanaha,"Pure",m
Tamashiro,"Shining man",u
Tamura,"Shining man",u
Tanabe,"Intelligence, wisdom",m
Tanaka,"Victorious son",u
Tani,"To fly; to soar",m
Tanigawa,"Gold",m
Taniguchi,"Radiance",u
Tanimoto,"Secretive, reserved",u
Tanji,"Countryman",m
Tano,"Obedient",m
Tao,"Fountain",f
Tashiro,"Lucky son",m
Tengan,"Worker",u
Terada,"Child of light",u
Teramoto,"Servant to the public",u
Teruya,"Great helper",u
Teshima,"Eternity, next",u
Tobe,"Love child",f
Tokuda,"Defender, protector",u
Toma,"Victorious child",u
Tominaga,"Justice prospers",u
Tomita,"Ascend; to climb",u
Tone,"Large glory",m
Toyoda,"Progressing",m
Tsuchida,"Full, growing",m
Tsuchiya,"Child of light",u
Tsuda,"Tenth son",u
Tsuji,"Blossom",f
Tsukamoto,"Obedient one",u
Tsutsui,"Man with the strength of three thousand",u
Tsutsumi,"Dragon man; one who reaches far",m
Uchida,"Victorious beauty",f
Uchiyama,"Daybreak",m
Ueda,"Dragon-assertive",u
Uehara,"Loyal",m
Uemura,"Progressing",m
Ueno,"First-born son",u
Umeda,"Honor, merit",m
Uno,"Proper peace",m
Usui,"Healthy man",m
Uyeda,"To pace; to stroll",f
Uyehara,"Thor's ruler",u
Uyemura,"First son of Sho",u
Uyeno,"Radiance",m
Wada,"Timber trees",m
Wakabayashi,"Joyous hero",m
Watanabe,"Treasure",f
Yamada,"Child of pure thinking",f
Yamagata,"Healthy",u
Yamaguchi,"Tolerant; prosperous",u
Yamakawa,"Happiness, peace",u
Yamamoto,"Widespread brightness",u
Yamamura,"Treasured man",u
Yamanaka,"Full, growing",u
Yamane,"One Lord",m
Yamaoka,"Wisteria",f
Yamasaki,"Clear-thinking, quick-witted",u
Yamashiro,"Third son",u
Yamashita,"A correct, just man",u
Yamauchi,"Woman who invites",f
Yamazaki,"Harmonious beauty",f
Yanagi,"Sincerity, truth",f
Yano,"Tolerant; prosperous",u
Yasuda,"Proper peace",u
Yasui,"Man of stone",m
Yogi,"Faithful child",f
Yokota,"Good man",u
Yonamine,"Honor, merit",m
Yoneda,"Fifth son",m
Yoshihara,"A thousand generations",f
Yoshikawa,"Tolerant; prosperous",m
Yoshimoto,"Apricot; cooperation",u
Yoshimura,"Reserved",f
Yoshinaga,"Harmonious prince",u
Yoshino,"Loyal man",u
