Burcu,"Sweet smelling, fragrant",f
Burhan,"Proof",m
Burçin,"Hind, doe",u
Buğra,"Baby camel",m
Bülent,"High, mighty",m
Can,"Soul, life",m
Canan,"Beloved",f
Candon,"Sincere",m
Cansu,"Soul, life",f
Caria,"She who flows like water",f
Celal,"Glory, majesty of god",m
Cemal,"Perfection of god",m
Cemil,"Kindness, friendliness",m
Cemre,"Beautiful eyes",f
Cenk,"Battle, war",m
Ceren,"Young gazelle",f
Ceyda,"A beautiful woman",f
Ceylan,"Antelope",f
Cihangir,"Conqueror of the world",m
Civan,"Handsome young man",m
Coşkun,"Enthusiastic",m
Cumhur,"The public",m
Damla,"Water drop",f
Defne,"Laurel tree",f
Demir,"Iron",m
Deniz,"Sea",m
Derin,"Deep, profound",f
Derya,"Sea, ocean",u
Devrim,"Revolution",m
Dila,"Small, winged",f
Dilan,"Love",f
Dilara,"Lover",f
Dilay,"Beautiful moon",f
Direnç,"Resistance",m
Doga,"Nature",f
Dogu,"East",m
Dogukan,"Khan of the East",m
Doruk,"Mountaintop",m
Dursun,"Let it stop",m
Durukan,"Pure blood",m
Durul,"To be calm",m
Duyal,"A sensitive, perceptive person",m
Duygu,"Emotion, sensation",u
Ebru,"Paper marbling",f
Ece,"Queen",f
Eda,"Well-mannered",f
Ediz,"High",m
Edric,"Vigorous",m
Efe,"Brave older brother",m
Ege,"Aegean sea",m
Egemen,"Sovereign, dominant",m
Ekber,"Greatest; oldest",m
Ekin,"Harvest, culture",f
Ekmel,"Most mature; complete, without fault",m
Ela,"Hazel, the color",f
Elanur,"Hazel gift from God",f
Elif,"Slender",f
Elin,"A variant of Helen",f
Elnara,"People, nation",f
Emel,"Desire",f
Emine,"One who is fearless",f
Emira,"One worthy of respect",f
Emirhan,"Khan, ruler",m
Emiri,"Royal",f
Emre,"Loving friend; older brother",m
Ender,"Very rare",m
Enes,"Human being",m
Engin,"Vast, boundless; the open sea",m
Enis,"Friend",m
Ensar,"Helper",m
Enver,"Lights; radiance",m
Erdem,"Virtue",m
Erdinç,"Vigorous, robust man",m
Eren,"Saint",m
Erhan,"Brave khan",m
Erim,"Reach, range",m
Erkan,"Blood of a brave man",m
Erkin,"Free, independent",m
Erol,"Brave",m
Ersin,"May he mature",m
Esana,"Safeguard",f
Esen,"The wind",u
Eser,"Product, achievement",u
Eshaq,"Prophet's name",m
Esila,"Blessing from God",f
Esin,"Inspiration",f
Esmeray,"Dark moon",f
Esra,"Quick",f
Etemad,"Trustworthy",m
Evren,"Cosmos, the universe",u
Eylül,"September",f
Ezgi,"Melody",f
Fidan,"Sapling",f
Filiz,"Sprout, shoot",f
Funda,"Heather",f
Fusun,"Charm",f
Gamze,"Dimple",f
Gizem,"Mystery",f
Gonca,"Flower bud",f
Guney,"South",m
Göker,"Sky",m
Gökhan,"Sky",m
Göksu,"Sky",m
Gönül,"Heart, affection",f
Gözde,"Favorite",f
Güher,"Essence; precious stone",f
Gül,"Rose",f
Gülay,"Rose; moon",f
Gülbahar,"Rose in the spring",f
Gülben,"Rose",f
Gülistan,"Rose garden",f
Gülnur,"Rose-light",f
Gülten,"Rose skin",f
Gürsel,"Flowing water",m
Güvenç,"Trust",m
Hakan,"Emperor, ruler",m
Halil,"Intimate friend",m
Halim,"Mild, gentle",m
Halis,"Pure; clear, real",m
Haluk,"Good nature",m
Harika,"Wonder, miracle",f
Hayati,"Vital",m
Hayri,"Useful man",m
Hazan,"Autumn",f
Hikmet,"Wisdom",m
Hilmi,"Patient man",m
Himmet,"Help, favor",m
Hincal,"Take revenge",m
Hiranur,"Sky light",f
Hizir,"A prophet",m
Hülya,"Daydream",f
Ilkay,"New moon",u
Ilker,"First man",m
Ilkin,"First",m
Ipek,"Silk",f
Irem,"Garden in heaven",f
Iskander,"Defender of mankind",m
Izzet,"Glory, might",m
Jale,"Dew",f
Kader,"Fate, destiny",f
Kadir,"Strong, powerful",m
Kadri,"Value",u
Kara,"Black, dark",m
Kelebek,"Butterfly",f
Kerem,"Nobility, generosity",m
Kiral,"Supreme leader",f
Kiraz,"Cherry",f
Kismet,"Fate",f
Kivanç,"Pride, joy",m
Koray,"Ember moon",m
Kudret,"Power, might",m
Kutlu,"Lucky, blessed",m
Kutsal,"Sacred, holly",m
Kutsi,"A variant of Kutsal",m
Kuzey,"North",m
Lale,"Tulip",f
Mahzun,"Sad",m
Makbule,"Liked",f
Malvina,"Smooth brow",f
Mansur,"Victorious",m
Mazhar,"Honoured",m
Melek,"Angel",f
Melisa,"Bee, honey",f
Meltem,"Sea wind",f
Mert,"Manly, brave",m
Merve,"Pebble",f
Meryem,"Mary, the mother of Jesus",f
Metin,"Strong",m
Miray,"Glowing like the moon",f
Murat,"Desire, wish",m
Mustafa,"The chosen one",m
Mücahit,"Fighter",m
Müge,"Lily of the valley",f
Naz,"Coy",f
Nazar,"Amulet to ward off evil",m
Nehir,"River",f
Nergis,"Flower",f
Nesrin,"Wild rose",f
Nijaz,"Wish, need",m
Nur,"Light",u
Nuray,"Bright moon",f
Nurgül,"Radiant rose",f
Nuriye,"Woman of light",f
Nurten,"Radiant skin",f
Nurullah,"Light of Allah",m
Onur,"Honour",m
Oz,"Bard",m
Ozan,"Bard",m
Pembe,"Pink",f
Peri,"Nymph",f
Perran,"Flying; able to fly",f
Pinar,"Spring",f
Rabia,"Hill",f
Rahmi,"Merciful",m
Sabah,"Morning",u
Sanaz,"Unique",f
Sanem,"Idol",f
Savaş,"War",m
Seda,"Voice, echo",f
Sefa,"Pleasure",f
Selim,"Safe",m
Semih,"Generous",m
Serhat,"Frontier",m
Serkan,"Leader, chief",m
Serpil,"Grow",f
Sevda,"Love, infatuation",f
Sevil,"Loved",f
Sevim,"Love",f
Sidika,"Truth",f
Sila,"Reunion",f
Simge,"Symbol",f
Sinem,"My bosom; my breast",f
Soner,"Last man",m
Songül,"Last, final",f
Su,"Water",f
Sultan,"Ruler",u
Taner,"Born at dawn",m
Taylan,"Tall and well",m
Tayyar,"Flying",m
Tayyib,"Good",m
Tekin,"Auspicious",m
Temel,"Fundamental, basic",m
Tevfik,"Divine guidance and assistance",m
Tevrat,"The Torah",m
Tezcan,"Impetuous, precipitate",m
Tolga,"War helmet",m
Tolunay,"Full moon",m
Toros,"Toros mountains",m
Tosun,"Bullock",m
Toygar,"Lark",m
Tuba,"Blessedness",f
Tugay,"Brigade, troops",m
Tuncay,"Bronze moon",m
Tunç,"Bronze",m
Turgay,"Skylark",m
Tutku,"Passion",u
Tülay,"Tulle moon",f
Ufuk,"Horizon",m
Uluç,"Elevated",m
Ulvi,"Exalted, high",m
Utku,"Victory",m
Uğur,"Good omen",m
Vecihi,"Beautiful face",m
Vedat,"Friendship",m
Vefa,"Fidelity, loyalty",m
Volkan,"Volcano",m
Yalçin,"Steep",m
Yaren,"Friend, companion",f
Yasmina,"Jasmine",f
Yavuz,"Stern, grim",m
Yağmur,"Rain",u
Yaşar,"To inhabit",m
Yeter,"Enough, sufficient",f
Yeşim,"Jade",f
Yildirim,"Lightning",m
Yildiz,"Star",f
Yilmaz,"Dauntless, intrepid",m
Yiğit,"Brave",m
Yonca,"Clover",f
Zaira,"Blossom",f
Zehra,"Blossom, beauty",f
Zeki,"Intelligent",m
Zel,"Special",f
Çağri,"Invitation",f
Çelik,"Steel",m
Çetin,"Harsh",m
Çinar,"Plane tree",m
Çiğdem,"Crocus",f
Özge,"Other, different",f
Özgür,"Free",u
Özlem,"Yearning",f
Öztürk,"Pure Turk",m
Ülkü,"Ideal",f
Ümit,"Hope",m
Şenay,"Merry moon",f
Şermin,"Shy",f
Şule,"Flame",f
